id,collection_date,transductor_id,generated_energy_peak_time,generated_energy_off_peak_time,consumption_peak_time,consumption_off_peak_time,inductive_power_peak_time,inductive_power_off_peak_time,capacitive_power_peak_time,capacitive_power_off_peak_time,tax_id
76,2020-09-16 22:15:00,1,0.0,2101.53100585938,0.0,5629.798828125,0.0,3623.12475585938,0.0,3101.15625,
77,2020-09-16 22:30:00,1,0.0,2082.91943359375,0.0,5586.01904296875,0.0,3585.86254882812,0.0,3080.2978515625,
78,2020-09-16 22:45:00,1,0.0,2106.19506835938,0.0,5616.548828125,0.0,3643.09545898438,0.0,3094.67602539062,
79,2020-09-16 23:00:00,1,0.0,2088.900390625,0.0,5543.80029296875,0.0,3564.08276367188,0.0,3073.31909179688,
80,2020-09-16 23:15:00,1,0.0,2106.20336914062,0.0,5577.5615234375,0.0,3596.12182617188,0.0,3082.2392578125,
88,2020-09-16 23:45:00,1,0.0,1958.56518554688,0.0,5383.5556640625,0.0,3420.9970703125,0.0,3031.466796875,
89,2020-09-17 00:00:00,1,0.0,1958.82458496094,0.0,5397.6923828125,0.0,3418.07421875,0.0,3042.89038085938,
90,2020-09-17 00:15:00,1,0.0,2000.05615234375,0.0,5453.984375,0.0,3446.59741210938,0.0,3054.34301757812,
91,2020-09-17 00:30:00,1,0.0,1990.69909667969,0.0,5461.94091796875,0.0,3452.19165039062,0.0,3063.68725585938,
92,2020-09-17 00:45:00,1,0.0,1970.99499511719,0.0,5479.05810546875,0.0,3414.86376953125,0.0,3075.11865234375,
109,2020-09-17 00:45:00,1,0.0,1970.99499511719,0.0,5479.05810546875,0.0,3414.86376953125,0.0,3075.11865234375,
110,2020-09-17 01:00:00,1,0.0,1994.845703125,0.0,5554.9794921875,0.0,3451.47705078125,0.0,3130.80249023438,
111,2020-09-17 01:15:00,1,0.0,1987.33068847656,0.0,5403.9111328125,0.0,3362.11157226562,0.0,3088.1826171875,
112,2020-09-17 01:30:00,1,0.0,1971.64025878906,0.0,5367.7021484375,0.0,3350.16455078125,0.0,3099.90649414062,
118,2020-09-17 01:45:00,1,0.0,1983.94763183594,0.0,5378.36083984375,0.0,3352.638671875,0.0,3083.51000976562,
119,2020-09-17 02:00:00,1,0.0,1976.46166992188,0.0,5378.10888671875,0.0,3355.39965820312,0.0,3086.7939453125,
120,2020-09-17 02:15:00,1,0.0,1951.79809570312,0.0,5362.69091796875,0.0,3331.884765625,0.0,3073.78564453125,
121,2020-09-17 02:30:00,1,0.0,1926.69030761719,0.0,5302.90380859375,0.0,3313.421875,0.0,3066.05712890625,
122,2020-09-17 02:45:00,1,0.0,1941.92272949219,0.0,5356.3720703125,0.0,3323.73217773438,0.0,3067.81713867188,
135,2020-09-17 03:00:00,1,0.0,2017.56262207031,0.0,5493.4326171875,0.0,3417.0244140625,0.0,3147.30444335938,
136,2020-09-17 03:15:00,1,0.0,1978.94458007812,0.0,5337.63232421875,0.0,3282.65087890625,0.0,3071.02099609375,
137,2020-09-17 03:30:00,1,0.0,1953.33911132812,0.0,5342.90673828125,0.0,3281.70068359375,0.0,3058.89770507812,
143,2020-09-17 03:45:00,1,0.0,1943.39428710938,0.0,5352.53515625,0.0,3290.49047851562,0.0,3064.64965820312,
144,2020-09-17 03:45:00,1,0.0,1943.39428710938,0.0,5352.53515625,0.0,3290.49047851562,0.0,3064.64965820312,
145,2020-09-17 04:00:00,1,0.0,1888.41943359375,0.0,5270.994140625,0.0,3207.90625,0.0,3041.0244140625,
146,2020-09-17 04:15:00,1,0.0,1923.77514648438,0.0,5298.02978515625,0.0,3256.15209960938,0.0,3056.107421875,
147,2020-09-17 04:30:00,1,0.0,1956.80798339844,0.0,5320.38671875,0.0,3268.29443359375,0.0,3056.9912109375,
153,2020-09-17 04:45:00,1,0.0,2004.93078613281,0.0,5457.32763671875,0.0,3404.28881835938,0.0,3130.70776367188,
154,2020-09-17 05:00:00,1,0.0,1897.24438476562,0.0,5263.10400390625,0.0,3278.43994140625,0.0,3045.63671875,
155,2020-09-17 05:15:00,1,0.0,1902.38732910156,0.0,5264.94384765625,0.0,3276.96118164062,0.0,3037.7568359375,
156,2020-09-17 05:30:00,1,0.0,1892.4794921875,0.0,5253.61181640625,0.0,3258.00512695312,0.0,3036.08203125,
175,2020-09-17 05:45:00,1,0.0,1930.5595703125,0.0,5327.61962890625,0.0,3293.11767578125,0.0,3043.13671875,
176,2020-09-17 06:00:00,1,0.0,1918.26318359375,0.0,5270.72607421875,0.0,3219.96752929688,0.0,3020.0625,
177,2020-09-17 06:15:00,1,0.0,1921.12219238281,0.0,5260.0791015625,0.0,3208.41064453125,0.0,3023.63598632812,
178,2020-09-17 06:30:00,1,0.0,1977.76721191406,0.0,5385.20849609375,0.0,3338.34521484375,0.0,3073.66772460938,
179,2020-09-17 06:45:00,1,0.0,1922.53308105469,0.0,5241.240234375,0.0,3255.6259765625,0.0,2991.28466796875,
180,2020-09-17 07:00:00,1,0.0,1926.17175292969,0.0,5277.16748046875,0.0,3247.8125,0.0,3000.2236328125,
181,2020-09-17 07:15:00,1,0.0,1941.28576660156,0.0,5230.61474609375,0.0,3196.56811523438,0.0,3024.06469726562,
182,2020-09-17 07:30:00,1,0.0,1974.26916503906,0.0,5271.8720703125,0.0,3243.00756835938,0.0,3060.951171875,
198,2020-09-17 07:45:00,1,0.0,2014.28356933594,0.0,5312.56884765625,0.0,3320.572265625,0.0,3047.53271484375,
